Carrier_id,Carrier,Carrier classification,Cargo
2814,hoplias malabaricus,Fish,['nomimoscolex matogrossensis']
2815,hoplobatrachus occipitalis,Amphibian,"['haematoloechus exoterorchis', 'haematoloechus micrurus']"
2816,hoplobatrachus rugulosus,Amphibian,['aeromonas hydrophila']
2817,hoplobatrachus tigerinus,Amphibian,['frog virus 3']
2818,hoplocallis picta,Arthropod,['trioxys pallidus']
2819,hordeum vulgare,Higher Plants,"['schizaphis graminum', 'pseudomonas syringae', 'maize streak virus', 'azospirillum brasilense', 'rhopalosiphum padi', 'heterodera bifenestra', 'soil-borne wheat mosaic virus', 'polymyxa graminis', 'pseudomonas stutzeri', 'luteibacter rhizovicinus', 'pyrenochaeta romeroi', 'wheat dwarf virus', 'soil-borne cereal mosaic virus', 'barley yellow mosaic virus', 'xanthomonas translucens', 'arthrinium phaeospermum', 'sitobion akebiae', 'barley mild mosaic virus', 'barley stripe mosaic virus', 'barley yellow dwarf virus-mav', 'barley yellow dwarf virus-pav']"
2820,hosta fortunei,Higher Plants,['hosta virus x']
2821,hosta sieboldiana,Higher Plants,['colletotrichum dematium']
2822,hoya carnosa,Higher Plants,['colletotrichum gloeosporioides']
2823,humulus japonicus,Higher Plants,['bemisia tabaci']
2824,humulus lupulus,Higher Plants,"['apple mosaic virus', 'agrobacterium tumefaciens', 'heterodera humuli', 'hop stunt viroid']"
2825,humulus scandens,Higher Plants,"['asteralobia humuli', 'xylella fastidiosa', 'ostrinia scapulalis', 'bemisia tabaci']"
2826,huperzia crispata,Higher Plants,"['paecilomyces variotii', 'penicillium commune', 'penicillium citrinum', 'colletotrichum gloeosporioides', 'fusarium verticillioides']"
2827,huperzia selago,Higher Plants,"['phoma herbarum', 'fusarium verticillioides', 'trichoderma viride']"
2828,huperzia serrata,Higher Plants,"['penicillium commune', 'colletotrichum gloeosporioides']"
2829,huso huso,Fish,['nitzschia sturionis']
2830,hyalomma aegyptium,Arthropod,"['rickettsia africae', 'borrelia turcica']"
2831,hyalomma anatolicum,Arthropod,"['anaplasma marginale', 'rickettsia rhipicephali', 'coxiella burnetii', 'rickettsia mongolotimonae', 'crimean-congo hemorrhagic fever virus']"
2832,hyalomma asiaticum,Arthropod,"['tamdy virus', 'wad medani virus', 'crimean-congo hemorrhagic fever virus']"
2833,hyalomma detritum,Arthropod,"['crimean-congo hemorrhagic fever virus', 'rickettsia africae', 'anaplasma phagocytophilum']"
2834,hyalomma dromedarii,Arthropod,"['kyasanur forest disease virus', 'rickettsia aeschlimannii', 'rickettsia africae']"
2835,hyalomma excavatum,Arthropod,['crimean-congo hemorrhagic fever virus']
2836,hyalomma impeltatum,Arthropod,"['crimean-congo hemorrhagic fever virus', 'rickettsia africae', 'rickettsia aeschlimannii']"
2837,hyalomma lusitanicum,Arthropod,['francisella tularensis']
2838,hyalomma marginatum,Arthropod,['batken virus']
2839,hyalomma truncatum,Arthropod,"['rickettsia aeschlimannii', 'ehrlichia ruminantium', 'rickettsia sibirica', 'crimean-congo hemorrhagic fever virus']"
2840,hyalopterus pruni,Arthropod,['aphidius colemani']
2841,hydrangea macrophylla,Higher Plants,"['parietaria mottle virus', 'colletotrichum dematium']"
2842,hydrobia ulvae,Mollusca,"['maritrema oocysta', 'microphallus abortivus', 'microphallus primas', 'bunocotyle progenetica']"
2843,hydrochoerus hydrochaeris,Rodent,"['amblyomma extraoculatum', 'amblyomma dubitatum', 'protozoophaga obesa', 'hepatozoon canis', 'trypanosoma evansi']"
2844,hydrodynastes gigas,Reptile,['ophiotaenia paraguayensis']
2845,hydrolagus colliei,Fish,['gyrocotyle rugosa']
2846,hydropotes inermis,Mammal,"['anaplasma bovis', 'anaplasma phagocytophilum']"
2847,hydropsyche incognita,Arthropod,['episeptum circumscriptum']
2848,hygrophorus russula,Fungi,['pseudomonas fluorescens']
2849,hyla arborea,Amphibian,['tritrichomonas augusta']
2850,hyla meridionalis,Amphibian,['polystoma gallieni']
2851,hyla versicolor,Amphibian,['polystoma nearcticum']
2852,hylaeamys megacephalus,Rodent,"['changuinola virus', 'trypanosoma cruzi']"
2853,hylobates agilis,Primate,['hepatitis b virus']
2854,hylobates lar,Primate,['hepatitis b virus']
2855,hylobates moloch,Primate,['arcobacter butzleri']
2856,hylobates pileatus,Primate,"['hepatitis b virus', 'simian foamy virus']"
2857,hylobius abietis,Arthropod,"['sporothrix variecibatus', 'leptographium procerum', 'leptographium truncatum', 'sporothrix inflata', 'ophiostoma floccosum', 'pesotum fragrans', 'ophiostoma minus', 'ophiostoma pallidulum', 'ophiostoma piceae', 'grosmannia radiaticola', 'ophiostoma piliferum', 'leptographium lundbergii', 'ophiostoma quercus']"
2858,hylocereus undatus,Higher Plants,"['schlumbergera virus x', 'pantoea dispersa', 'fusarium proliferatum', 'bacillus cereus', 'colletotrichum gloeosporioides', 'bacillus subtilis', 'zygocactus virus x', 'cactus virus x', 'enterobacter cancerogenus', 'bacillus anthracis', 'pantoea agglomerans']"
2859,hylocichla mustelina,Aves,['brueelia concavus']
2860,hyloniscus riparius,Arthropod,['wolbachia pipientis']
2861,hylophylax naevioides,Aves,['myrsidea spellmani']
2862,hylotelephium telephium,Higher Plants,['yponomeuta sedellus']
2863,hylurgops palliatus,Arthropod,"['grosmannia olivacea', 'fusarium proliferatum', 'ophiostoma quercus', 'beauveria caledonica', 'torrubiella confragosa', 'ophiostoma piceae', 'cordyceps bassiana', 'gibberella moniliformis', 'gibberella intermedia', 'fusarium verticillioides', 'isaria fumosorosea', 'tolypocladium cylindrosporum', 'pesotum fragrans', 'gibberella circinata', 'beauveria bassiana']"
2864,hylurgus ligniperda,Arthropod,"['gibberella moniliformis', 'cordyceps bassiana', 'fusarium verticillioides', 'isaria farinosa', 'beauveria bassiana']"
2865,hymeniacidon perlevis,Porifera,"['streptomyces sampsonii', 'pseudomonas putida', 'pseudomonas stutzeri']"
2866,hymenocallis littoralis,Higher Plants,"['bacillus mycoides', 'impatiens necrotic spot virus', 'enterobacter pulveris', 'enterobacter cloacae', 'bacillus megaterium', 'escherichia coli', 'bacillus vallismortis', 'bacillus pumilus', 'enterobacter ludwigii', 'burkholderia cepacia', 'lily symptomless virus', 'bacillus cereus']"
2867,hynobius lichenatus,Amphibian,['euryhelmis costaricensis']
2868,hyoscyamus muticus,Higher Plants,"['penicillium citrinum', 'cucumber mosaic virus']"
2869,hypericum japonicum,Higher Plants,['colletotrichum gloeosporioides']
2870,hypericum perforatum,Higher Plants,['peyronellaea glomerata']
2871,hyperolius marmoratus,Amphibian,['polystoma marmorati']
2872,hyperomyzus lactucae,Arthropod,['pandora neoaphidis']
2873,hyphantria cunea,Arthropod,['cordyceps bassiana']
2874,hypnea musciformis,Other Plant,"['halomonas venusta', 'pseudomonas stutzeri']"
2875,hypoborus ficus,Arthropod,['sphaeronaemella fimicola']
2876,hypocnemis cantator,Aves,['st. louis encephalitis virus']
2877,hypoestes phyllostachya,Higher Plants,['bemisia tabaci']
2878,hypolimnas bolina,Arthropod,['wolbachia pipientis']
2879,hypomesus nipponensis,Fish,"['proteocephalus tetrastomus', 'raphidascaris gigi']"
2880,hypophthalmichthys molitrix,Fish,"['aeromonas caviae', 'sinergasilus polycolpus', 'chloromyxum cristatum', 'haplorchis pumilio', 'myxobolus pavlovskii', 'aeromonas hydrophila', 'camallanus hypophthalmichthys', 'inustiatus inustiatus', 'spring viraemia of carp virus']"
2881,hypophthalmichthys nobilis,Fish,"['yersinia ruckeri', 'inustiatus aristichthysi', 'spring viraemia of carp virus', 'camallanus hypophthalmichthys', 'aeromonas veronii', 'aeromonas salmonicida', 'aeromonas jandaei', 'sinergasilus polycolpus']"
2882,hyporhamphus dussumieri,Fish,['ceratomyxa bartholomewae']
2883,hypotermes makhamensis,Arthropod,['termitomyces clypeatus']
2884,hypothenemus eruditus,Arthropod,"['ophiostoma quercus', 'fusarium culmorum', 'pestalotiopsis mangifolia', 'pesotum fragrans', 'gibberella circinata']"
2885,hypothenemus hampei,Arthropod,"['cordyceps bassiana', 'beauveria bassiana', 'isaria javanica']"
2886,hypsipetes amaurotis,Aves,"['escherichia coli', 'escherichia albertii']"
2887,hyptis suaveolens,Higher Plants,['nigrospora sphaerica']
2888,hyriopsis cumingii,Mollusca,"['stenotrophomonas acidaminiphila', 'aeromonas hydrophila', 'aeromonas veronii', 'stenotrophomonas maltophilia', 'pseudomonas aeruginosa']"
2889,hystrix brachyurus,Rodent,['wellcomia siamensis']
2890,iago omanensis,Fish,['echinobothrium diamanti']
2891,ichneumia albicauda,Mammal,['rabies virus']
2892,ictalurus balsanus,Fish,['corallobothrium fimbriatum']
2893,ictalurus furcatus,Fish,"['megathylacoides lamothei', 'ictalurid herpesvirus 1', 'polylekithum catahoulensis', 'flavobacterium columnare', 'polylekithum ictaluri', 'henneguya pellis']"
2894,ictalurus pricei,Fish,['phyllodistomum lacustri']
2895,ictalurus punctatus,Fish,"['streptococcus ictaluri', 'streptococcus iniae', 'vibrio cholerae', 'plesiomonas shigelloides', 'acinetobacter junii', 'phyllodistomum lacustri', 'aeromonas sobria', 'yersinia ruckeri', 'prosthenhystera obesa', 'proteocephalus ambloplitis', 'oerskovia turbata', 'megathylacoides giganteum', 'stenotrophomonas maltophilia', 'yersinia intermedia', 'ictalurid herpesvirus 1', 'edwardsiella ictaluri', 'aeromonas veronii', 'flavobacterium columnare', 'aeromonas hydrophila', 'acinetobacter baumannii', 'henneguya sutherlandi', 'megalogonia ictaluri', 'saprolegnia parasitica', 'corallobothrium fimbriatum', 'polylekithum ictaluri']"
2896,icteria virens,Aves,['influenza a virus']
2897,iguana iguana,Reptile,"['mycoplasma iguanae', 'chlamydophila felis', 'reptilian orthoreovirus', 'amblyomma dissimile', 'mycoplasma insons', 'chlamydophila pneumoniae', 'chrysosporium guarroi', 'cryptosporidium parvum', 'amblyomma scutatum']"
2898,ilex aquifolium,Higher Plants,"['rotylenchus magnus', 'meloidogyne silvestris']"
2899,ilex crenata,Higher Plants,"['oceanaspidiotus spinosus', 'asteralobia sasakii', 'xiphinema brevicolle']"
2900,ilex integra,Higher Plants,['asteralobia soyogo']
2901,ilex leucoclada,Higher Plants,['asteralobia soyogo']
2902,ilex maximowicziana,Higher Plants,['asteralobia sasakii']
2903,ilex pedunculosa,Higher Plants,['asteralobia soyogo']
2904,ilex vomitoria,Higher Plants,['aphelenchus avenae']
2905,illadopsis rufipennis,Aves,['unidentified nematode']
2906,illicium anisatum,Higher Plants,['octaspidiotus multipori']
2907,ilyanassa obsoleta,Mollusca,['austrobilharzia variglandis']
2908,impatiens balsamina,Higher Plants,"['tobacco mosaic virus', 'turnip mosaic virus', 'cucumber mosaic virus']"
2909,impatiens glandulifera,Higher Plants,['pichia fermentans']
2910,impatiens hawkeri,Higher Plants,['tomato mosaic virus']
2911,impatiens walleriana,Higher Plants,"['impatiens necrotic spot virus', 'strawberry latent ringspot virus', 'cucumber mosaic virus']"
2912,inachis io,Arthropod,"['influenza a virus', 'escherichia coli', 'newcastle disease virus']"
2913,incisitermes minor,Arthropod,"['serratia grimesii', 'staurojoenina assimilis', 'treponema primitia', 'metadevescovina cuspidata']"
2914,incisitermes schwarzi,Arthropod,['trichonympha chattoni']
2915,incisitermes snyderi,Arthropod,"['coronympha octonaria', 'metacoronympha senta']"
2916,incisitermes tabogae,Arthropod,['trichonympha tabogae']
2917,indigofera aspera,Higher Plants,['bruchidius albopubens']
2918,indigofera astragalina,Higher Plants,['bruchidius nodieri']
2919,indigofera hirsuta,Higher Plants,['bradyrhizobium yuanmingense']
2920,indigofera suffruticosa,Higher Plants,['burkholderia caribensis']
2921,indigofera tinctoria,Higher Plants,"['bruchidius lineatopygus', 'bacillus subtilis']"
2922,indochinamon tannanti,Arthropod,"['paragonimus heterotremus', 'paragonimus vietnamensis', 'paragonimus bangkokensis']"
2923,indoplanorbis exustus,Mollusca,"['paragonimus kellicotti', 'echinostoma malayanum']"
2924,indotestudo elongata,Reptile,['tetratrichomonas brumpti']
2925,inia geoffrensis,Mammal,['streptococcus iniae']
2926,inimicus japonicus,Fish,['hysterothylacium aduncum']
2927,inula crithmoides,Higher Plants,['myopites inulaedyssentericae']
2928,iotrochota birotulata,Porifera,['parazoanthus swiftii']
2929,ipomoea alba,Higher Plants,['sweet potato feathery mottle virus']
2930,ipomoea aquatica,Higher Plants,['ralstonia solanacearum']
2931,ipomoea batatas,Higher Plants,"['sweet potato leaf curl spain virus', 'pratylenchus coffeae', 'sweet potato leaf curl virus', 'sweet potato mild mottle virus', 'rhizopus oryzae', 'sweet potato latent virus', 'bemisia afer', 'ralstonia solanacearum', 'sweet potato virus 2', 'rhizopus stolonifer', 'sweet potato virus g', 'bemisia tabaci', 'sweet potato leaf curl canary virus', 'neoasaia chiangmaiensis', 'ditylenchus destructor', 'ipomoea yellow vein virus', 'sweet potato feathery mottle virus', 'sweet potato leaf curl georgia virus', 'pantoea agglomerans', 'sweet potato chlorotic fleck virus', 'sweet potato chlorotic stunt virus', 'fusarium verticillioides', 'penicillium citrinum', 'sweet potato leaf curl lanzarote virus']"
2932,ipomoea cairica,Higher Plants,"['sweet potato mild mottle virus', 'sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus']"
2933,ipomoea carnea,Higher Plants,['fusarium proliferatum']
2934,ipomoea hederifolia,Higher Plants,"['sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus']"
2935,ipomoea indica,Higher Plants,"['aethina concolor', 'sweet potato chlorotic stunt virus', 'sweet potato leaf curl spain virus', 'sweet potato feathery mottle virus', 'sweet potato mild mottle virus', 'sweet potato leaf curl virus', 'conotelus mexicanus', 'bemisia tabaci', 'ipomoea yellow vein virus']"
2936,ipomoea microdactyla,Higher Plants,['sweet potato leaf curl virus']
2937,ipomoea nil,Higher Plants,['bemisia tabaci']
2938,ipomoea obscura,Higher Plants,"['sweet potato feathery mottle virus', 'sweet potato chlorotic stunt virus', 'sweet potato mild mottle virus']"
2939,ipomoea purpurea,Higher Plants,['sweet potato leaf curl virus']
2940,ipomoea repens,Higher Plants,"['sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus']"
2941,ipomoea rubens,Higher Plants,"['sweet potato feathery mottle virus', 'sweet potato chlorotic stunt virus']"
2942,ipomoea setosa,Higher Plants,"['sweet potato chlorotic stunt virus', 'sweet potato leaf curl virus', 'sweet potato feathery mottle virus']"
2943,ipomoea sinensis,Higher Plants,"['sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus', 'bemisia tabaci']"
2944,ipomoea spathulata,Higher Plants,"['sweet potato mild mottle virus', 'sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus']"
2945,ipomoea stenobasis,Higher Plants,"['sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus']"
2946,ipomoea tenuirostris,Higher Plants,"['sweet potato feathery mottle virus', 'sweet potato chlorotic stunt virus', 'sweet potato mild mottle virus']"
2947,ipomoea wightii,Higher Plants,"['sweet potato chlorotic stunt virus', 'sweet potato feathery mottle virus']"
2948,ips acuminatus,Arthropod,['chionosphaera cuniculicola']
2949,ips cembrae,Arthropod,['ceratocystiopsis minuta']
2950,ips grandicollis,Arthropod,['staphylococcus xylosus']
2951,ips integer,Arthropod,['ophiostoma ips']
2952,ips pini,Arthropod,"['rhodotorula hylophila', 'aspergillus nomius', 'candida fructus', 'bionectria ochroleuca', 'meyerozyma guilliermondii']"
2953,ips sexdentatus,Arthropod,"['ophiostoma minus', 'grosmannia olivacea', 'beauveria bassiana', 'cordyceps bassiana', 'beauveria amorpha', 'ophiostoma ips']"
2954,ips typographus,Arthropod,"['grosmannia europhioides', 'grosmannia olivacea', 'trichoderma viride', 'graphium pseudormiticum', 'chionosphaera cuniculicola', 'chaunopycnis pustulata', 'hypocrea pachybasioides', 'cosmospora vilior', 'apiospora montagnei', 'trichoderma citrinoviride', 'grosmannia cucullata', 'grosmannia piceiperda', 'beauveria bassiana', 'ophiostoma arborea', 'trichaptum abietinum', 'nectria mariannaeae', 'ophiostoma bicolor', 'cordyceps bassiana', 'ceratocystis polonica', 'phlebiopsis gigantea', 'ophiostoma piceae']"
2955,iresine herbstii,Higher Plants,['pepper golden mosaic virus']
2956,iris japonica,Higher Plants,['butterfly flower mosaic virus']
2957,iris laevigata,Higher Plants,['meloidogyne ichinohei']
2958,iris tingitana,Higher Plants,"['narcissus latent virus', 'ornithogalum mosaic virus']"
2959,isochrysis galbana,Other Plant,"['marinobacter alkaliphilus', 'bacillus megaterium', 'labrenzia alba', 'roseobacter denitrificans']"
2960,isodon eriocalyx,Higher Plants,['peyronellaea glomerata']
2961,isurus oxyrinchus,Fish,"['ceratobothrium xanthocephalum', 'clistobothrium montaukensis', 'gymnorhynchus isuri', 'nesippus orientalis']"
2962,ixeridium chinense,Higher Plants,['tomato spotted wilt virus']
2963,ixeris repens,Higher Plants,['penicillium citrinum']
2964,ixodes affinis,Arthropod,"['borrelia bissettii', 'borrelia burgdorferi']"
2965,ixodes auritulus,Arthropod,['borrelia bissettii']
2966,ixodes canisuga,Arthropod,"['borrelia afzelii', 'borrelia garinii', 'borrelia burgdorferi', 'borrelia bissettii']"
2967,ixodes cookei,Arthropod,['powassan virus']
2968,ixodes granulatus,Arthropod,"['borrelia burgdorferi', 'langat virus', 'borrelia valaisiana', 'rickettsia africae']"
2969,ixodes hexagonus,Arthropod,"['anaplasma phagocytophilum', 'borrelia garinii', 'tick-borne encephalitis virus']"
2970,ixodes minor,Arthropod,"['borrelia carolinensis', 'borrelia burgdorferi', 'borrelia bissettii', 'borrelia americana']"
2971,ixodes ovatus,Arthropod,"['anaplasma phagocytophilum', 'borrelia sinica']"
2972,ixodes pacificus,Arthropod,"['borrelia bissettii', 'anaplasma phagocytophilum', 'borrelia burgdorferi']"
2973,ixodes pavlovskyi,Arthropod,"['borrelia afzelii', 'tick-borne encephalitis virus', 'kemerovo virus', 'rickettsia tarasevichiae', 'borrelia garinii']"
2974,ixodes persulcatus,Arthropod,"['bartonella henselae', 'borrelia garinii', 'louping ill virus', 'isaria farinosa', 'rickettsia monacensis', 'borrelia afzelii', 'borrelia miyamotoi', 'borrelia burgdorferi', 'babesia divergens', 'tick-borne encephalitis virus', 'ehrlichia muris', 'anaplasma phagocytophilum', 'ehrlichia chaffeensis', 'babesia microti', 'rickettsia tarasevichiae', 'kemerovo virus', 'rickettsia helvetica']"
2975,ixodes ricinus,Arthropod,"['francisella tularensis', 'borrelia lusitaniae', 'bacillus subtilis', 'borrelia afzelii', 'borrelia bavariensis', 'babesia bovis', 'babesia canis', 'babesia capreoli', 'babesia divergens', 'babesia major', 'babesia microti', 'tick-borne encephalitis virus', 'borrelia valaisiana', 'borrelia burgdorferi', 'cordyceps bassiana', 'borrelia spielmanii', 'arsenophonus nasoniae', 'anaplasma phagocytophilum', 'borrelia bissettii', 'borrelia miyamotoi', 'coxiella burnetii', 'advenella incenata', 'wolbachia pipientis', 'bacillus pumilus', 'anaplasma ovis', 'kemerovo virus', 'paenibacillus amylolyticus', 'borrelia americana', 'rickettsia helvetica', 'rickettsia monacensis', 'rickettsia moreli', 'borrelia garinii']"
2976,ixodes scapularis,Arthropod,"['borrelia bissettii', 'borrelia lonestari', 'hypocrea koningii', 'cladosporium cladosporioides', 'myrothecium verrucaria', 'pestalotiopsis caudata', 'colletotrichum fuscum', 'ehrlichia muris', 'borrelia miyamotoi', 'borrelia burgdorferi', 'penicillium chrysogenum', 'babesia odocoilei', 'anaplasma phagocytophilum', 'babesia microti', 'glomerella acutata', 'verticillium fungicola', 'borrelia andersonii', 'isaria fumosorosea', 'isaria farinosa', 'powassan virus', 'discostroma tricellulare']"
2977,ixodes spinipalpis,Arthropod,['borrelia bissettii']
2978,ixodes trianguliceps,Arthropod,['borrelia afzelii']
2979,ixodes uriae,Arthropod,"['borrelia garinii', 'uukuniemi virus', 'tyuleniy virus', 'borrelia lusitaniae', 'borrelia burgdorferi', 'gadgets gully virus']"
2980,ixodes woodi,Arthropod,['rickettsiella grylli']
2981,ixora coccinea,Higher Plants,"['bacillus megaterium', 'bacillus cereus', 'cronobacter sakazakii', 'acetobacter indonesiensis', 'bacillus subtilis', 'bacillus mycoides', 'swaminathania salitolerans']"
2982,jacobaea alpina,Higher Plants,['sphenella marginata']
2983,jasminum grandiflorum,Higher Plants,['frankliniella occidentalis']
2984,jasminum multiflorum,Higher Plants,['tomato leaf curl new delhi virus']
2985,jasminum sambac,Higher Plants,"['contarinia maculipennis', 'colletotrichum gloeosporioides', 'dialeurodes kirkaldyi']"
2986,jatropha curcas,Higher Plants,"['east african cassava mosaic virus', 'rhizopus oryzae', 'bacillus subtilis', 'indian cassava mosaic virus', 'alcaligenes faecalis', 'colletotrichum gloeosporioides', 'bacillus pumilus', 'nigrospora sphaerica', 'cucumber mosaic virus', 'african cassava mosaic virus', 'lasiodiplodia theobromae', 'cochliobolus australiensis', 'fusarium verticillioides', 'fusarium proliferatum']"
2987,jatropha gossypiifolia,Higher Plants,['croton yellow vein mosaic virus']
2988,jatropha podagrica,Higher Plants,['nipaecoccus viridis']
2989,javesella pellucida,Arthropod,['oat sterile dwarf virus']
2990,juga yrekaensis,Mollusca,['neorickettsia risticii']
2991,juglans ailanthifolia,Higher Plants,['acrocercops transecta']
2992,juglans regia,Higher Plants,"['colletotrichum gloeosporioides', 'acrocercops transecta', 'cherry leaf roll virus', 'xanthomonas arboricola', 'acrocercops defigurata', 'pantoea agglomerans', 'fusarium incarnatum', 'alternaria tenuissima']"
2993,junco hyemalis,Aves,['brueelia vulgata']
2994,juncus acutus,Higher Plants,['heterodera goldeni']
2995,juncus effusus,Higher Plants,['ekphymatodera thomasoni']
2996,juncus triglumis,Higher Plants,['ligniera junci']
2997,juniperus communis,Higher Plants,['cinara juniperi']
2998,juniperus occidentalis,Higher Plants,['mitoura siva']
2999,juniperus rigida,Higher Plants,['oligotrophus nezu']
3000,juniperus virginiana,Higher Plants,"['streptomyces variabilis', 'cinara juniperivora', 'bacillus subtilis', 'streptomyces virginiae']"
3001,jynx torquilla,Aves,['leucocytozoon squamatus']
3002,kachuga smithii,Reptile,['myxidium chelonarum']
3003,kaempferia galanga,Higher Plants,['ralstonia solanacearum']
3004,kalotermes flavicollis,Arthropod,"['joenia annectens', 'wolbachia pipientis']"
3005,kandelia candel,Higher Plants,"['bacillus megaterium', 'pantoea agglomerans', 'vibrio parahaemolyticus']"
3006,kappaphycus alvarezii,Other Plant,"['bacillus pumilus', 'serratia marcescens']"
3007,kareius bicoloratus,Fish,"['hirame rhabdovirus', 'aeromonas salmonicida', 'acinetobacter junii']"
3008,kassina senegalensis,Amphibian,['polystoma australis']
3009,katharina tunicata,Mollusca,['pseudoperkinsus tapetis']
3010,katsuwonus pelamis,Fish,['tentacularia coryphaenae']
3011,kennedia prostrata,Higher Plants,['bean yellow mosaic virus']
3012,khaya anthotheca,Higher Plants,"['lasiodiplodia theobromae', 'fusarium proliferatum']"
3013,khaya ivorensis,Higher Plants,['lasiodiplodia theobromae']
3014,kluyvera cryocrescens,Bacteria,['kluyvera phage kvp1']
3015,knautia arvensis,Higher Plants,['macrosiphum knautiae']
3016,knipowitschia panizzae,Fish,"['gyrodactylus arcuatus', 'gyrodactylus ostendicus']"
3017,kobresia capillifolia,Higher Plants,"['serratia plymuthica', 'bacillus subtilis', 'pedobacter steynii', 'bacillus endophyticus']"
3018,kobus ellipsiprymnus,Mammal,['betacoronavirus 1']
3019,koeleria macrantha,Higher Plants,['barley yellow dwarf virus-mav']
3020,koeleria pyramidata,Higher Plants,['helicotylenchus pseudorobustus']
3021,koelreuteria paniculata,Higher Plants,['goldenrain phytoplasma']
3022,kogia breviceps,Mammal,"['anisakis typica', 'anisakis brevispiculata']"
3023,kolla paulula,Arthropod,['xylella fastidiosa']
3024,konosirus punctatus,Fish,"['mazocraeoides gonialosae', 'vibrio harveyi']"
3025,kummerowia stipulacea,Higher Plants,"['rhizobium mesosinicum', 'sinorhizobium kummerowiae']"
3026,kyphosus cinerascens,Fish,['opisthadena dimidia']
3027,kyphosus vaigiensis,Fish,"['enenterum aureum', 'gorgocephalus kyphosi', 'cadenatella isuzumi', 'koseiria xishaense', 'cadenatella pacifica', 'machidatrema chilostoma']"
3028,labeo rohita,Fish,"['aeromonas hydrophila', 'serratia marcescens', 'pseudomonas aeruginosa', 'methylobacterium gregans', 'acinetobacter ursingii', 'haplorchis taichui', 'bacillus subtilis', 'bacillus megaterium']"
3029,labeobarbus nedgia,Fish,['bothriocephalus acheilognathi']
3030,lablab purpureus,Higher Plants,"['bemisia tabaci', 'sinorhizobium fredii', 'bradyrhizobium japonicum', 'bradyrhizobium liaoningense', 'callosobruchus phaseoli', 'groundnut bud necrosis virus', 'agrobacterium tumefaciens', 'bradyrhizobium yuanmingense', 'bradyrhizobium elkanii', 'sinorhizobium meliloti', 'rhizobium leguminosarum', 'bean common mosaic virus', 'rhizobium multihospitium']"
3031,labroides dimidiatus,Fish,['santee-cooper ranavirus']
3032,labrus merula,Fish,['macvicaria alacris']
3033,laburnum anagyroides,Higher Plants,"['bradyrhizobium canariense', 'bruchidius villosus']"
3034,laccaria bicolor,Fungi,['pseudomonas fluorescens']
3035,laccaria laccata,Fungi,['pseudomonas fluorescens']
3036,lacerta agilis,Reptile,"['mesocestoides litteratus', 'monocercomonas colubrorum']"
3037,lacerta viridis,Reptile,['borrelia lusitaniae']
3038,lachenalia aloides,Higher Plants,['ornithogalum mosaic virus']
3039,lachnus roboris,Arthropod,"['buchnera aphidicola', 'serratia symbiotica']"
3040,lachnus shiicola,Arthropod,"['serratia symbiotica', 'buchnera aphidicola']"
3041,lachnus takahashii,Arthropod,"['buchnera aphidicola', 'serratia symbiotica']"
3042,lachnus tropicalis,Arthropod,"['buchnera aphidicola', 'wolbachia pipientis', 'serratia symbiotica']"
3043,lactococcus lactis,Bacteria,"['lactococcus phage c2', 'lactococcus phage ksy1']"
3044,lactuca indica,Higher Plants,['bemisia tabaci']
3045,lactuca saligna,Higher Plants,['cucumber mosaic virus']
3046,lactuca sativa,Higher Plants,"['liriomyza huidobrensis', 'liriomyza bryoniae', 'lettuce yellow mottle virus', 'bidens mottle virus', 'xanthomonas axonopodis', 'liriomyza sativae', 'salmonella enterica', 'tomato bushy stunt virus', 'pectobacterium carotovorum', 'liriomyza trifolii', 'chromatomyia horticola', 'bacillus subtilis', 'napomyza cichorii', 'aulacorthum solani', 'tomato spotted wilt virus', 'pseudomonas fluorescens', 'human adenovirus c', 'mirafiori lettuce big-vein virus', 'broad bean wilt virus 2', 'lettuce necrotic yellows virus', 'lettuce big-vein associated virus', 'lettuce virus x', 'lettuce mosaic virus', 'tomato chlorotic spot virus', 'cucurbit aphid-borne yellows virus', 'lettuce chlorosis virus', 'cucumber necrosis virus']"
3047,lagenaria siceraria,Higher Plants,"['tomato leaf curl new delhi virus', 'cucumber green mottle mosaic virus', 'colletotrichum gloeosporioides', 'phoma herbarum', 'melon aphid-borne yellows virus', 'bacillus cereus', 'bacillus pumilus', 'lasiodiplodia theobromae', 'fusarium proliferatum', 'rhizopus oryzae', 'rhizobium tropici']"
3048,lagenorhynchus acutus,Mammal,"['helicobacter cetorum', 'diphyllobothrium stemmacephalum', 'tetrabothrius forsteri']"
3049,lagenorhynchus obliquidens,Mammal,"['pseudozyma hubeiensis', 'microporus xanthopus', 'pseudozyma antarctica', 'cladophialophora carrionii', 'exophiala xenobiotica', 'phaeoacremonium rubrigenum', 'rhodotorula slooffiae', 'alternaria alternata']"
3050,lagerstroemia speciosa,Higher Plants,"['bacillus subtilis', 'pantoea dispersa', 'bacillus cereus', 'bacillus anthracis', 'bacillus megaterium']"
3051,laggera pterodonta,Higher Plants,['bemisia tabaci']
3052,lagocephalus inermis,Fish,['vibrio shilonii']
