Cargo,Carrier_id
loma salmonae,"[4056, 4058, 4059, 4060]"
loma wallae,[5848]
longidorus africanus,[6206]
longidorus americanum,[4601]
longidorus biformis,[3416]
longidorus euonymus,[4831]
longidorus helveticus,[4827]
longidorus paravineacola,"[81, 3416]"
louping ill virus,"[1072, 2813, 2974, 4152]"
lucerne transient streak virus,[3520]
lucilia cuprina,[4152]
ludwigia yellow vein virus,[3326]
luffa yellow mosaic virus,[3329]
lumpy skin disease virus,"[477, 854]"
lunaceps actophilus,"[1004, 1005]"
luteibacter anthropi,[938]
luteibacter rhizovicinus,"[1438, 1531, 2819]"
luteibacter yeojuensis,"[1777, 5154, 5528]"
lygaeus kalmii,[630]
lygus borealis,"[608, 1276, 2698, 3520]"
lygus elisus,"[608, 2698, 3520]"
lygus keltoni,[3520]
lygus lineolaris,"[283, 770, 891, 1305, 2176, 2698, 3520, 3906, 5178, 5509, 5982]"
lygus rugulipennis,[3520]
lygus vanduzeei,[4778]
lymphocystis disease virus 1,"[3646, 4248, 4352, 4681, 5004, 5352, 5504, 5551]"
lymphocytic choriomeningitis virus,"[521, 1019, 1028, 1165, 2813, 3613, 3749]"
lyperosomum collurionis,[5728]
lyruterina nigropunctata,[229]
lysinibacillus boronitolerans,"[1396, 1397]"
lysinibacillus fusiformis,"[244, 498, 854, 1123, 1397, 1423, 1660, 1748, 2064, 2210, 3752, 4124, 4202, 4420, 4819, 5499, 5565, 5780, 5847, 6183, 6184, 6281]"
lysinibacillus sphaericus,"[244, 440, 446, 547, 789, 1397, 1423, 1679, 2813, 3745, 3752, 3904, 4124, 4130, 4202, 4420, 4709, 5847, 6281]"
lysinibacillus xylanilyticus,"[1683, 4831]"
lysiphlebus cardui,[490]
lysiphlebus confusus,[864]
lysiphlebus fabarum,[490]
lysiphlebus testaceipes,[491]
lysobacter antibioticus,"[892, 5499]"
lysobacter daejeonensis,[4186]
lysobacter enzymogenes,[5194]
lysobacter gummosus,"[770, 892, 4634]"
lytocestus birmanicus,[1445]
lytocestus indicus,[1445]
macacine herpesvirus 1,"[2813, 3396, 3397, 3399, 4200]"
macacine herpesvirus 3,[3399]
macacine herpesvirus 4,[3399]
macacine herpesvirus 5,"[1329, 3397, 3399, 3471, 3472, 4231]"
macaque simian foamy virus,[3399]
machidatrema chilostoma,[3027]
machupo virus,"[510, 1036, 2813]"
maclura mosaic virus,[2077]
maconellicoccus australiensis,[32]
maconellicoccus hirsutus,[2031]
macracanthorhynchus hirudinaceus,"[2813, 5719, 5720]"
macrobothridium rhynchobati,[2546]
macrococcus bovicus,"[1062, 1063]"
macrococcus brunensis,"[893, 4755]"
macrococcus caseolyticus,[854]
macroderoides spiniferus,"[671, 3169, 3170, 3171]"
macroderoides texanus,[671]
macroderoides trilobatus,"[319, 3171]"
macroderoides typicus,"[319, 3170, 3171]"
macrogyrodactylus clarii,[1446]
macrogyrodactylus congolensis,"[1444, 1446]"
macrogyrodactylus heterobranchii,[1444]
macrogyrodactylus karibae,[1446]
macropostrongyloides baylisi,[3435]
macropostrongylus macropostrongylus,[3425]
macropostrongylus yorkei,[3425]
macroptilium yellow mosaic virus,[3424]
macrosiphum cholodkovskyi,[2427]
macrosiphum creeli,[3520]
macrosiphum gei,"[156, 1236]"
macrosiphum knautiae,[3015]
macrosiphum melampyri,[3544]
macrovestibulum obtusicaudum,[5899]
macrus parvulus,[1785]
macvicaria alacris,[3032]
macvicaria crassigula,"[1945, 1948]"
macvicaria macassarensis,[3208]
macvicaria maillardi,[5551]
macvicaria mormyri,[3258]
madrid virus,[2813]
madurella grisea,[2813]
madurella mycetomatis,[2813]
maehrenthalia agilis,[2811]
maize chlorotic mottle virus,[6281]
maize dwarf mosaic virus,"[5542, 5543, 6281]"
maize rayado fino virus,[4214]
maize streak virus,"[706, 1177, 1798, 1912, 2060, 2166, 2295, 2819, 3283, 3533, 4277, 5164, 5194, 5403, 5404, 5406, 6077, 6078, 6080, 6281]"
maize stripe virus,"[5542, 6281]"
maize white line mosaic virus,[6281]
mal de rio cuarto virus,"[5542, 6281]"
malassezia cuniculi,[4124]
malassezia furfur,"[1062, 1063, 2813]"
malassezia globosa,[2813]
malassezia japonica,[2813]
malassezia nana,[2326]
malassezia obtusa,[2813]
malassezia pachydermatis,"[854, 1063, 2326, 2813, 5719]"
malassezia restricta,[2813]
malassezia slooffiae,"[1072, 2326, 2813]"
malassezia sympodialis,"[854, 1062, 1063, 1072, 2161, 2326, 2813, 4152, 5719]"
malayanodiscoides indicus,[1322]
malikia granosa,[2813]
malva vein clearing virus,"[224, 3464, 5485]"
malvastrum leaf curl guangdong virus,[3467]
malvastrum leaf curl virus,[3467]
malvastrum yellow mosaic virus,[2052]
malvastrum yellow vein virus,"[192, 3467]"
malvastrum yellow vein yunnan virus,"[2570, 3467]"
mammalian orthoreovirus,"[854, 1062, 1063, 2813, 3748, 4191, 4621, 5095, 5719, 5769, 6150]"
mammomonogamus laryngeus,"[854, 2813]"
manga fuliginosa,[3533]
mannheimia caviae,[1165]
mannheimia granulomatis,[854]
mannheimia haemolytica,"[854, 1072, 2813, 4152, 5719, 5720]"
mannheimia ruminalis,[4152]
mannheimia varigena,"[854, 5719]"
mansonella atelensis,[1171]
mansonella mariae,[5203]
mansonella ozzardi,[2813]
mansonella perforata,[1224]
mansonella perstans,[2813]
mansonella streptocerca,[2813]
manzanilla virus,"[270, 2206]"
mapuera virus,[5696]
marasmius alliaceus,[4397]
marburg marburgvirus,"[2791, 2813, 5165]"
margolisianum bulbosum,[4247]
margotrema bravoe,[256]
mariannaea camptospora,[4416]
mariniflexile gromovii,[5689]
marinobacter alkaliphilus,[2959]
marinobacter goseongensis,[4765]
marinobacterium rhizophilum,[5704]
marinomonas alcarazii,[4771]
marinomonas aquiplantarum,[4771]
marinomonas balearica,[4771]
marinomonas brasiliensis,[3762]
marinomonas foliarum,[4771]
marinomonas mediterranea,[4771]
marinomonas pollencensis,[4771]
marinomonas posidonica,[4771]
marinomonas rhizomae,[4771]
marinomonas vaga,[3861]
maritrema novaezealandensis,"[5485, 6282]"
maritrema oocysta,[2842]
maritrema prosthometra,[4132]
marituba virus,"[1169, 2813, 3866]"
marshallagia marshalli,"[854, 1072, 4152, 5048]"
marshallagia occidentalis,"[4152, 5048]"
marsipometra hastata,[4734]
marsupialichus brasiliensis,[1907]
marteilia refringens,"[72, 1275, 2297, 3832, 4139, 6240]"
marteilioides chungmuensis,"[1588, 1590, 5176]"
martelella mediterranea,[5161]
maruca vitrata,"[4420, 6188]"
maskellia globosa,[2225]
mason-pfizer monkey virus,"[1329, 3396, 4230]"
massilia timonae,"[893, 2813, 6281]"
mastomys natalensis papillomavirus,[3498]
mayaro virus,[2813]
mazocraeoides gonialosae,[3024]
measles virus,"[2813, 3399]"
mecistobothrium brevispine,[5099]
mecistobothrium johnstonei,[4289]
mecistocirrus digitatus,[854]
megabalanus stultus,[2811]
megalobenedenia helicoleni,[2701]
megalogonia ictaluri,[2895]
megamonas hypermegale,[359]
megaplasmid psym,[5117]
megasphaera elsdenii,"[2813, 5719]"
megasphaera micronuciformis,[2813]
megasphaera sp.,[2813]
megastigmus zebrinus,[2217]
megathylacoides giganteum,[2895]
megathylacoides lamothei,[2893]
meggittina baeri,[2083]
melanagromyza cleomae,[892]
melanaphis japonica,[3696]
melanaphis sacchari,[5542]
melanaspis bromiliae,[343]
melanaspis tenebricosa,[84]
meleagrid herpesvirus 1,[3555]
melissococcus plutonius,"[495, 498]"
meloidoderita kirjanovae,[3586]
meloidoderita polygoni,[4376]
meloidogyne arenaria,"[2570, 5067]"
meloidogyne artiellia,"[892, 1373, 6010]"
meloidogyne baetica,[4038]
meloidogyne chitwoodi,"[5499, 6010]"
meloidogyne dunensis,[996]
meloidogyne duytsi,[2088]
meloidogyne enterolobii,[4882]
meloidogyne exigua,"[1479, 2761]"
meloidogyne fallax,"[770, 5493]"
meloidogyne floridae,[4838]
meloidogyne floridensis,"[4838, 5485]"
meloidogyne graminicola,[4130]
meloidogyne hapla,[547]
meloidogyne hispanica,[6206]
meloidogyne ichinohei,[2957]
meloidogyne incognita,"[2570, 5485]"
meloidogyne javanica,[5485]
meloidogyne konaensis,[1479]
meloidogyne maritima,[322]
meloidogyne minor,[5499]
meloidogyne paranaensis,[1479]
meloidogyne silvestris,[2898]
meloidogyne thailandica,[5067]
meloidogyne trifoliophila,[5986]
melon aphid-borne yellows virus,"[764, 1412, 3047]"
melon chlorotic leaf curl virus,"[1123, 1412, 1661, 1664]"
melon necrotic spot virus,"[1412, 1659, 1660]"
melon yellowing-associated virus,[1659]
melophagus ovinus,[4152]
membranipora grandicella,[2811]
menacanthus eurysternus,[3368]
menaethius monoceros,[1082]
menangle virus,"[2813, 5719, 5720]"
merizocotyle icopae,[2546]
merlucciotrema praeclarum,[1147]
merobruchus placidus,[3210]
meselatus fasciatipennis,[2375]
mesepiola specca,[1810]
mesoanguina millefolii,"[86, 87]"
mesocestoides corti,[1063]
mesocestoides lineatus,"[1062, 1063, 2326, 2813, 6210, 6212]"
mesocestoides litteratus,"[510, 3036, 3789, 6212]"
mesocriconema xenoplax,[6206]
mesohomotoma hibisci,[5784]
mesoplasma corruscae,[2084]
mesoplasma photuris,[4476]
mesoplasma seiffertii,[1432]
mesopolobus amaenus,"[372, 379, 388, 785, 1755, 3922, 4866]"
mesopolobus dubius,[389]
mesopolobus fasciiventris,"[392, 486, 1755, 1756]"
mesopolobus fuscipes,"[386, 389]"
mesopolobus lichtensteini,"[392, 4642]"
mesopolobus mediterraneus,[389]
mesopolobus sericeus,[785]
mesopolobus tibialis,"[377, 378, 388, 393, 394, 1753, 3921]"
mesopolobus xanthocerus,"[372, 386, 391, 394, 3922]"
mesorhizobium albiziae,[219]
mesorhizobium alhagi,"[238, 5356, 5526]"
mesorhizobium amorphae,"[53, 324, 635, 646, 651, 1084, 1086, 1087, 1373, 1452, 1777, 3201, 3202, 3204, 3305, 5154, 5356, 5526]"
mesorhizobium australicum,[786]
mesorhizobium caraganae,"[1084, 1086]"
mesorhizobium chacoense,"[324, 4812]"
mesorhizobium ciceri,"[786, 1373]"
mesorhizobium gobiense,[5565]
mesorhizobium huakuii,"[651, 657, 1086, 3201, 3202, 6174]"
mesorhizobium loti,"[1373, 2813, 3305, 3308, 3309, 3311, 3315, 4165, 5154]"
mesorhizobium mediterraneum,"[1084, 1085, 1088, 1373, 4165, 4167, 5565, 5850]"
mesorhizobium opportunistum,"[547, 786]"
mesorhizobium plurifarium,"[47, 48, 52, 53, 4817, 5400]"
mesorhizobium robiniae,[5154]
mesorhizobium septentrionale,"[646, 652, 656, 658, 1086, 1089]"
mesorhizobium temperatum,"[646, 651, 652, 1084]"
mesorhizobium tianshanense,"[656, 1083, 1084, 1373, 2573, 2574, 3305, 3308, 3314, 3317, 4634, 5526, 5850]"
mesta yellow vein mosaic virus,"[2, 2767, 2770]"
metacoronympha senta,[2915]
metadevescovina cuspidata,[2913]
metadinium medium,[854]
metagenome sequence,[4037]
metagonimus takahashii,[1098]
metagonimus yokogawai,"[1063, 2326, 2813, 4670]"
metamicrocotyla cephalus,[3736]
metapolystoma brygoonis,[4938]
metapolystoma cachani,[4937]
metarhiziopsis microspora,[2428]
metarhizium acridum,"[5303, 5304]"
metarhizium anisopliae,"[199, 200, 201, 205, 329, 336, 843, 901, 1309, 1525, 2431, 2494, 2592, 3578, 3924, 3937, 4123, 4494, 4694, 5144, 5590, 5593, 5805, 5829]"
metarhizium flavoviride,[2431]
metascardovia criceti,[3613]
metastrongylus asymmetricus,[5719]
metastrongylus confusus,[5719]
metastrongylus elongatus,[5719]
metastrongylus pudendotectus,[5719]
metastrongylus salmi,[5719]
meteorus affinis,[1786]
methanobacterium beijingense,[1072]
methanobacterium formicicum,[1072]
methanobacterium phage psim1,[3624]
methanobrevibacter cuticularis,[5079]
methanobrevibacter gottschalkii,[5719]
methanobrevibacter millerae,[854]
methanobrevibacter smithii,[1072]
methanobrevibacter woesei,[2497]
methylobacterium adhaesivum,"[2443, 2482, 4420]"
methylobacterium extorquens,"[3148, 3927, 5985]"
methylobacterium fujisawaense,"[3520, 4831, 5154]"
methylobacterium gregans,"[3028, 6206]"
methylobacterium hispanicum,[4420]
methylobacterium mesophilicum,"[2482, 2693, 3282]"
methylobacterium nodulans,[3303]
methylobacterium oryzae,"[1777, 4130, 6194]"
methylobacterium phyllosphaerae,[4130]
methylobacterium platani,[4653]
methylobacterium populi,"[1123, 3148, 4420]"
methylobacterium radiotolerans,"[1777, 2813, 3536, 3935, 4130, 4285, 5205, 5266]"
methylobacterium rhodesianum,[2813]
methylobacterium thiocyanatum,[245]
methylobacterium zatmanii,[6281]
methylocapsa acidiphila,[5709]
methylocella palustris,[5709]
methylocella silvestris,"[5709, 5887]"
methylococcus capsulatus,[5709]
methylophilus leisingeri,[3148]
metopolophium dirhodum,"[697, 6010]"
metorchis bilis,[6212]
metorchis orientalis,[4876]
metschnikowia andauensis,"[2704, 4142]"
metschnikowia bicuspidata,[3420]
metschnikowia chrysoperlae,[1556]
metschnikowia reukaufii,[5960]
meunieriella aquilonia,[2547]
mexican papita viroid,[5485]
meyerozyma caribbica,[141]
meyerozyma guilliermondii,"[1062, 1063, 1556, 1835, 1836, 1837, 1839, 1841, 1844, 2703, 2813, 2952, 4142, 4709]"
miamiensis avidus,"[4079, 4248, 4682]"
micractinium reisseri,[4249]
microbacterium arborescens,"[495, 770, 1423, 1683, 4186]"
microbacterium aurum,"[893, 2813]"
microbacterium azadirachtae,[713]
microbacterium chocolatum,[893]
microbacterium esteraromaticum,"[1123, 2612, 2813, 4094]"
microbacterium flavescens,"[2813, 5154]"
microbacterium foliorum,"[2813, 4130, 4420, 5490]"
microbacterium hominis,"[1423, 4186]"
microbacterium hydrocarbonoxydans,"[893, 2813, 5490]"
microbacterium imperiale,[1683]
microbacterium insulae,[4186]
microbacterium kitamiense,"[1801, 4480]"
microbacterium lacticum,"[2813, 5194]"
microbacterium natoriense,[4130]
microbacterium oleivorans,"[2813, 3282, 4420]"
microbacterium oxydans,"[501, 568, 893, 938, 1316, 1683, 2813, 3282]"
microbacterium paraoxydans,"[446, 763, 1412, 2432, 2813, 4094]"
microbacterium phyllosphaerae,"[2813, 4186, 4202, 4420, 5569, 6056]"
microbacterium resistens,"[1823, 2813]"
microbacterium schleiferi,[2813]
microbacterium testaceum,"[2813, 4420, 5708]"
microbacterium thalassium,"[4130, 4186]"
microbacterium trichothecenolyticum,"[2813, 3148, 5154]"
microbulbifer cystodytense,[1772]
micrococcus antarcticus,[4755]
micrococcus endophyticus,"[540, 763, 3752]"
micrococcus flavus,[3935]
micrococcus indicus,[763]
micrococcus luteus,"[120, 439, 763, 1078, 1316, 1412, 1843, 1963, 2692, 2813, 3733, 3752, 4202, 4420, 4674, 5569, 6056, 6206]"
micrococcus lylae,[1683]
micrococcus yunnanensis,"[1238, 1683, 4094, 4755, 4831]"
microcotyle arripis,[602]
microcotyle erythrini,[4189]
microcotyle mugilis,[3736]
microcotyloides incisa,[3345]
microcystis aeruginosa phage ma-lmm01,[3635]
microdochium nivale,"[547, 2805, 4701, 6010]"
micromegistus gourlayi,[3525]
micromonas pusilla reovirus,[3640]
micromonospora chaiyaphumensis,[1777]
micromonospora chokoriensis,[2771]
micromonospora coxensis,[2771]
micromonospora krabiensis,[125]
micromonospora pattaloongensis,[259]
micromonospora sagamiensis,"[259, 2771]"
micromonospora tulbaghiae,[6024]
microphallus abortivus,[2842]
microphallus basodactylophallus,[4132]
microphallus primas,"[1112, 2842]"
microphallus similis,[1112]
microphallus turgidus,[4193]
microplitis demolitor bracovirus,"[3643, 4874]"
microporus xanthopus,[3049]
microsomacanthus crenatus,"[515, 521]"
microsphaeropsis arundinis,"[2592, 6145]"
microsporidium cypselurus,[1296]
microsporidium prosopium,[4821]
microsporidium seriolae,[5390]
microsporum audouinii,[2813]
microsporum ferrugineum,[2813]
microsporum gallinae,"[2497, 2813]"
microsporum gypseum,"[1063, 2161, 2813, 4124, 4152]"
microsporum langeronii,[2813]
microsporum persicolor,[2813]
middelburg virus,[2161]
mikiola fagi,[2308]
mikrocytos mackini,[1590]
milk vetch dwarf virus,[657]
mimosestes acaciestes,[6119]
mimosestes amicus,"[4263, 4818, 4820]"
mimosestes anomalus,"[43, 6120]"
mimosestes cinerifer,[50]
mimosestes humeralis,[43]
mimosestes insularis,[4818]
mimosestes mimosae,"[992, 6118]"
mimosestes nubigens,[6121]
mimosestes obscuriceps,[50]
mimosestes ulkei,[4263]
mimosestes viduatus,[29]
minchinia chitonis,[3163]
minchinia mercenariae,[3594]
minchinia tapetis,[5175]
minchinia teredinis,[5813]
mindarus abietinus,"[3, 4, 7, 10]"
mindarus kinseyi,"[6, 8]"
mink astrovirus,"[3764, 3899]"
mint virus 1,[3588]
minute virus of mice,[3613]
mirafiori lettuce big-vein virus,"[3046, 5524]"
mitotrema anthostomatum,[1621]
mitoura muiri,"[2744, 2745]"
mitoura nelsoni,[1035]
mitoura siva,[2998]
mitsuokella jalaludinii,[854]
mixonybelinia lepturi,"[2516, 2753]"
mixotricha paradoxa,[3499]
mobiluncus curtisii,[2813]
moellerella wisconsensis,[5238]
mogibacterium diversum,[2813]
mogibacterium neglectum,[2813]
mogibacterium pumilum,[2813]
mogibacterium timidum,[2813]
mogibacterium vescum,[2813]
mokola virus,"[1063, 2326, 2813]"
molicola thyristes,[5870]
molluscum contagiosum virus,"[2158, 2813]"
moniezia benedeni,"[854, 4152]"
moniezia expansa,"[854, 1072, 4152]"
moniliformis moniliformis,"[5061, 5062]"
monilonema lacunosum,[5866]
monkeypox virus,"[1026, 2813, 4200]"
monobothrioides woodlandi,[1448]
monocercomonas colubrorum,"[428, 792, 806, 1547, 3036, 3915, 4980, 5812, 6004, 6015, 6128, 6130]"
monocercus arionis,[5534]
monoecocestus americanus,[2170]
monorchis monorchis,[5596]
monorchis parvus,"[1193, 1945, 1947]"
monorygma grimaldii,[5655]
monticellia coryphicephala,[5235]
monticellia ophisterni,[4076]
moraxella atlantae,[2813]
moraxella bovis,[854]
moraxella bovoculi,[854]
moraxella catarrhalis,[2813]
moraxella cuniculi,[454]
moraxella lacunata,[2813]
moraxella lincolnii,[2813]
moraxella nonliquefaciens,[2813]
moraxella osloensis,"[1062, 1063, 2813, 4684, 5569]"
moraxella ovis,[4152]
morganella morganii,"[763, 1683, 2561, 2797, 2813, 3757, 4167]"
moritella viscosa,"[1731, 2476, 4058, 5237]"
moroccan pepper virus,"[2296, 5485, 6188]"
moroccan watermelon mosaic virus,[1665]
mortierella wolfii,[854]
mosgovoyia pectinata,"[3196, 4124]"
mouse mammary tumor virus,"[2813, 3749]"
mouse parvovirus 1,[3749]
mrazekia macrocyclopis,[3421]
mucilaginibacter gossypiicola,[2599]
mucor circinelloides,"[2813, 4322]"
mucor fragilis,[3131]
mucor hiemalis,"[2445, 2805, 2813, 3459, 4096, 4408, 5797]"
mucor indicus,"[2446, 2813]"
mucor racemosus,"[2451, 5886, 6281]"
mucor ramosissimus,[2813]
muellerius capillaris,"[1072, 4152, 4153]"
multicalyx elegans,[1030]
multicotyle purvisi,[5420]
multitestis magnacetabulum,[4655]
mumps virus,"[2813, 4229, 4230, 4231, 4232, 4233]"
mungbean yellow mosaic india virus,"[2570, 4420, 6180, 6183, 6184, 6188]"
mungbean yellow mosaic virus,"[2570, 6183]"
murid herpesvirus 1,"[3749, 3750]"
murid herpesvirus 2,"[5061, 5062]"
murid herpesvirus 4,"[515, 521, 3749, 3789]"
murine adenovirus a,[3749]
murine adenovirus c,[510]
murine coronavirus,"[3749, 5061]"
murine leukemia virus,"[854, 2660, 2813, 3556, 3749, 3751, 3899, 4124, 4152, 5061, 5719, 5768, 6212]"
murine pneumonia virus,[3749]
murine polyomavirus,[3749]
murray valley encephalitis virus,"[1666, 2161, 2813]"
mushroom bacilliform virus,[179]
mustelid herpesvirus 1,[3556]
myceliophthora thermophila,[2813]
mycobacterium abscessus,[2813]
mycobacterium aemonae,[1098]
mycobacterium africanum,"[854, 2813, 5719]"
mycobacterium angelicum,"[2813, 4921]"
mycobacterium arupense,[2813]
mycobacterium asiaticum,[4169]
mycobacterium austroafricanum,[2813]
mycobacterium avium,"[787, 851, 854, 1062, 1063, 1072, 1078, 1223, 2200, 2326, 2497, 2813, 3195, 3295, 3749, 3778, 3918, 4124, 4152, 4706, 5002, 5700, 5719, 5720, 5748, 5925, 6212]"
mycobacterium bacteremicum,[2813]
mycobacterium bohemicum,[2813]
mycobacterium bolletii,[2813]
mycobacterium bovis,"[787, 851, 854, 1061, 1063, 1223, 1794, 2326, 2813, 3556, 4218, 4803, 5183, 5719, 5748, 5924, 6212]"
mycobacterium branderi,[2813]
mycobacterium canettii,[2813]
mycobacterium celatum,"[2813, 3765]"
mycobacterium chelonae,"[854, 1098, 1731, 1796, 2813, 4959]"
mycobacterium chesapeaki,[3728]
mycobacterium chimaera,[2813]
mycobacterium chlorophenolicum,[2813]
mycobacterium colombiense,[2813]
mycobacterium conceptionense,"[771, 2813]"
mycobacterium conspicuum,[2813]
mycobacterium elephantis,[2813]
mycobacterium farcinogenes,[854]
mycobacterium fortuitum,"[854, 1063, 1282, 2326, 2813, 4060, 4708, 5719]"
mycobacterium gastri,[2813]
mycobacterium genavense,"[291, 1114, 1115, 1116, 1727, 2813, 5386, 5773]"
mycobacterium goodii,[2813]
mycobacterium gordonae,"[1559, 2813, 3728]"
mycobacterium haemophilum,"[1796, 2813]"
mycobacterium hodleri,[1777]
mycobacterium insubricum,[2813]
mycobacterium interjectum,[2813]
mycobacterium intracellulare,[2813]
mycobacterium kansasii,"[854, 2813, 5719]"
mycobacterium kumamotonense,[2813]
mycobacterium lentiflavum,[2813]
mycobacterium leprae,"[1814, 2813]"
mycobacterium lepraemurium,[2326]
mycobacterium lepromatosis,[2813]
mycobacterium liflandii,[6236]
mycobacterium malmoense,[2813]
mycobacterium mantenii,[2813]
mycobacterium marinum,"[591, 1253, 1282, 1767, 1896, 1946, 2813, 3422, 3553, 3728, 4321, 4670, 5430]"
mycobacterium marseillense,[2813]
mycobacterium microti,[2813]
mycobacterium monacense,[2813]
mycobacterium mucogenicum,"[1282, 2813]"
mycobacterium neoaurum,"[2813, 4186]"
mycobacterium noviomagense,[2813]
mycobacterium parascrofulaceum,[2813]
mycobacterium paraseoulense,[2813]
mycobacterium peregrinum,"[2813, 5877]"
mycobacterium phage d29,"[3779, 3780]"
mycobacterium phage l5,[3780]
mycobacterium phlei,"[854, 2813]"
mycobacterium pinnipedii,[572]
mycobacterium porcinum,"[2813, 5719]"
mycobacterium pseudoshottsii,"[3728, 4858, 5387, 5390]"
mycobacterium riyadhense,[2813]
mycobacterium sacrum,[5565]
mycobacterium salmoniphilum,"[4053, 4056, 4060, 4821, 5237]"
mycobacterium scrofulaceum,"[854, 2813, 5719]"
mycobacterium senuense,[2813]
mycobacterium seoulense,[2813]
mycobacterium sherrisii,[2813]
mycobacterium shimoidei,[2813]
mycobacterium shottsii,[3728]
mycobacterium simiae,[2813]
mycobacterium smegmatis,"[854, 1063, 2326, 2813, 5719, 5720]"
mycobacterium szulgai,"[1559, 2813]"
mycobacterium terrae,[2813]
mycobacterium thermoresistibile,[2813]
mycobacterium tilburgii,[2813]
mycobacterium tuberculosis,"[851, 854, 1063, 1223, 2326, 2813, 5719, 5720]"
mycobacterium ulcerans,[2813]
mycobacterium visibile,[2326]
mycobacterium vulneris,[2813]
mycobacterium xenopi,[2813]
mycocentrospora acerina,[4185]
mycoleptodiscus indicus,"[1062, 1063, 4411, 5566]"
mycoplasma adleri,[1072]
mycoplasma agalactiae,"[854, 1072, 4152]"
mycoplasma agassizii,[2590]
mycoplasma alkalescens,[854]
mycoplasma alligatoris,[243]
mycoplasma alvi,[854]
mycoplasma anatis,[359]
mycoplasma arginini,"[854, 1072, 2813, 4152, 4218]"
mycoplasma arthritidis,[5061]
mycoplasma auris,[1072]
mycoplasma bovigenitalium,"[854, 4152]"
mycoplasma bovirhinis,[854]
mycoplasma bovis,"[854, 4124, 4152]"
mycoplasma bovoculi,[854]
mycoplasma buccale,[2813]
mycoplasma buteonis,[2316]
mycoplasma californicum,[854]
mycoplasma canadense,"[854, 4152]"
mycoplasma canimucosale,"[1062, 1063]"
mycoplasma canis,[1063]
mycoplasma capricolum,"[854, 1072, 3757, 4152]"
mycoplasma caviae,[1165]
mycoplasma coccoides,[515]
mycoplasma conjunctivae,"[1072, 1073, 4152, 5182]"
mycoplasma corogypsi,[1529]
mycoplasma cottewii,[1072]
mycoplasma crocodyli,[1616]
mycoplasma cynos,[1063]
mycoplasma dispar,[854]
mycoplasma edwardii,[1063]
mycoplasma faucium,[2813]
mycoplasma felifaucium,[4955]
mycoplasma feliminutum,[2326]
mycoplasma felis,"[2161, 2326]"
mycoplasma fermentans,[2813]
mycoplasma gallinarum,[2497]
mycoplasma gallisepticum,"[1119, 1133, 2497, 3555]"
mycoplasma gateae,[2326]
mycoplasma genitalium,[2813]
mycoplasma haemocanis,"[1062, 1063, 2326]"
mycoplasma haemofelis,"[2326, 2328, 3157, 3383, 4218, 4792]"
mycoplasma hominis,[2813]
mycoplasma hyopneumoniae,"[5719, 5720]"
mycoplasma hyorhinis,"[5719, 5720]"
mycoplasma hyosynoviae,"[5719, 5720]"
mycoplasma iguanae,[2897]
mycoplasma insons,[2897]
mycoplasma iowae,[2497]
mycoplasma leachii,[854]
mycoplasma leonicaptivi,[4218]
mycoplasma leopharyngis,[4218]
mycoplasma microti,[3662]
mycoplasma monodon,[4335]
mycoplasma mycoides,"[854, 1072, 4152, 4154, 4311, 4860]"
mycoplasma ovipneumoniae,"[1072, 4152, 4153]"
mycoplasma ovis,"[1072, 1076, 2813, 4152]"
mycoplasma penetrans,[2813]
mycoplasma phage p1,[3781]
mycoplasma phocicerebrale,[6278]
mycoplasma pneumoniae,[2813]
mycoplasma primatum,[2813]
mycoplasma putrefaciens,[1072]
mycoplasma salivarium,[2813]
mycoplasma sturni,[5700]
mycoplasma suis,"[5719, 5720]"
mycoplasma synoviae,[2497]
mycoplasma testudineum,[2590]
mycoplasma testudinis,[5820]
mycoplasma vulturii,[2643]
mycoplasma wenyonii,"[854, 5719]"
mycoplasma yeatsii,[1072]
mycoplasma zalophi,[6278]
mycoreovirus 1,[1633]
mycoreovirus 2,[1633]
mycoreovirus 3,[5162]
myocoptes japonensis,[3788]
myopites inulaedyssentericae,[2927]
myrmecridium schulzeri,[2813]
myroides odoratimimus,"[309, 446, 4322, 4634, 5052, 6292]"
myroides odoratus,"[5133, 5696]"
myrothecium verrucaria,[2976]
myrsidea batesi,[767]
myrsidea chesseri,[1609]
myrsidea cruickshanki,[1337]
myrsidea fusca,[5019]
myrsidea goodmani,[767]
myrsidea incerta,"[1156, 1157]"
myrsidea klickai,[5841]
myrsidea ledgeri,[4430]
myrsidea marksi,[4487]
myrsidea masoni,[800]
myrsidea mccrackeni,"[4161, 4429]"
myrsidea minuscula,[4429]
myrsidea olivacei,[3690]
myrsidea palmeri,[398]
myrsidea patersoni,[2227]
myrsidea pricei,[1155]
myrsidea ptilostomi,[4934]
myrsidea seminuda,[5857]
myrsidea simplex,[1153]
myrsidea spellmani,[2861]
myrsidea wombeyi,[802]
myrsidea yoshizawai,[6229]
myxidium bergense,"[2700, 4725]"
myxidium chelonarum,[3002]
myxidium coryphaenoideum,[1571]
myxidium cuneiforme,[1767]
myxidium gadi,"[2476, 3550, 3603, 4725]"
myxidium giardi,[408]
myxidium hardella,[2686]
myxidium incurvatum,[1021]
myxidium lieberkuehni,[2204]
myxidium melleni,[4856]
myxidium queenslandicus,"[21, 23]"
myxidium scripta,[5899]
myxidium truttae,"[4056, 5238]"
